Nazwa	Skrót	Kod	Kod paskowy	Pierwszy dod. kod pask.	Typ	Kod grupy	Grupa	Jednostka	PKWiU	VATs	VATz	Ilość	Opak.zb.	Gramatura	Ce.zak.netto	Ce.sprz.netto	Ce.sprz.brutto	WPromocji:	Używaj limitów	Limit dolny	Limit górny	Marza bazowa	Narzut bazowy	Zapas na	LiczbaDniPrzydatnosci	Fotografia	Uwagi	Klas1	Klas2	Klas3	Klas4	Klas5	Klas6	Klas7	Klas8	Klas9	Klas10	DataWpisu	Opis
M.Nity aluminiowe zrywalne	021508	1596			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	2.73	1	1	12.88	18.70	23.00		0	1	1			14														2013-05-20	
M.Syfon rurowy zlew pralka przyścienny	027817	1451			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	10.06	13.41	16.50		0	1	1			14			"przyścienny              z przyłączem do pralki
WINKIEL                    KOD  A21050"											2013-05-17	
M.Syfon rurowy zlew poj. kombo 3,5*	027822	1456			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	5	1	1	30.49	38.21	47.00		0	1	1			14			"sitko metal              przyścienny              z przyłączem do pralki          z zestawem przelewowym
WINKIEL RAWIPLAST                    KOD  A249M50"											2013-05-17	
M.Syfon rurowy zlew podw kombo 3,5*	027821	1455			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	5	1	1	33.73	42.28	52.00		0	1	1			14			"sitko metal              przyścienny              z przyłączem do pralki          z zestawem przelewowym
WINKIEL RAWIPLAST                    KOD  A245M50"											2013-05-17	
M.Syfon rurowy zlew podw kombo Winkiel	027820	1454			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	5	1	1	18.68	24.80	30.50		0	1	1			14			"sitko metal              przyścienny              z przyłączem do pralki          z zestawem przelewowym
WINKIEL RAWIPLAST                    KOD  A216M50"											2013-05-17	
M.Syfon rurowy zlew podw kombo Rawiplast	027819	1453			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	20.85	27.64	34.00		0	1	1			14			"sitko metal              przyścienny              z przyłączem do pralki          z zestawem przelewowym
WINKIEL RAWIPLAST                    KOD  A214M50"											2013-05-17	
M.Syfon rurowy zlew poj. kombo	027818	1452			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	5	1	1	19.41	26.02	32.00		0	1	1			14			"sitko metal              przyścienny              z przyłączem do pralki          z zestawem przelewowym
WINKIEL                    KOD  A218M50"											2013-05-17	
M.Syfon wannowy spust klik klak	027823	1457			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	3	1	1	49.50	60.98	75.00		0	1	1			14			"
WINKIEL                       (A317M50)"											2013-05-17	
M.Syfon butelkowy zlew poj    s.met.	027816	1450			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	10	1	1	8.34	10.98	13.50		0	1	1			14			"sitko metalowe             
WINKIEL                    KOD  A202M50"											2013-05-17	
M.Syfon butelkowy 32 umyw,bidet spust kk	027815	1449			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	12.74	16.99	20.90		0	1	1			14			"ze spustem klik klak
WINKIEL                    KOD  A124M32"											2013-05-17	
M.Syfon butelkowy zlew podw. pralka	027814	1448			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	9	1	1	13.52	18.29	22.50		0	1	1			14			"sitko metalowe           z przyłaczem pralkowym
WINKIEL                    KOD  A206M50"											2013-05-17	
M.Syfon butelkowy zlew podw. s.met.	027813	1447			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	10	1	1	12.51	17.07	21.00		0	1	1			14			"sitko metalowe          
WINKIEL                    KOD  A204M50"											2013-05-17	
M.Syfon butelkowy zlew bez przelewu	027812	1446			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	5.48	7.32	9.00		0	1	1			14			"sitko metalowe           z bez przelewu odpływowego
WINKIEL                    KOD  A26350"											2013-05-17	
M.Syfon butelkowy zlew poj przelew s.met	027811	1445			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	11.64	15.41	18.95		0	1	1			14			"sitko metalowe           z przelewem odpływowym
WINKIEL                    KOD  A262M50"											2013-05-17	
M.Syfon butelkowy zlew poj pralka s.met.	027810	1444			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	9.34	12.44	15.30		0	1	1			14			"sitko metalowe              z przyłączem do pralki
WINKIEL                    KOD  A208M50"											2013-05-17	
M.Półsyfon butelkowy 32 umyw,bidet chrom	027808	1442			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	17.63	23.17	28.50		0	1	1			14			WINKIEL                    KOD  A12032M											2013-05-17	
M.Półsyfon rurowy 32 umyw,bidet chrom	027809	1443			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	17.63	23.17	28.50		0	1	1			14			WINKIEL                    KOD  A12132M											2013-05-17	
M.Zmiękczacz wody AQUAHOME 20	016178	1403			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1713.60	1869.92	2300.00		0	1	1			14			VIESSMANN											2013-05-17	
M.CU Rura twarda 28 x 1mm	003373	1421			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	6	1	1	23.43	27.64	34.00		0	1	1			14														2013-05-17	
M.Zawór spłukujący funkcja 3/6l	027839	1473			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	28.11	35.37	43.50		0	1	1			14			WINKIEL                    KOD  E404											2013-05-17	
M.Syfon butelkowy 32 umyw,bidet   s.met.	027807	1441			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	7.67	10.16	12.50		0	1	1			14			"sitko metalowe
WINKIEL                    KOD  A110M32"											2013-05-17	
M.Zawór napełniający 3/8 poziom	027837	1471			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	3	1	1	7.17	9.55	11.75		0	1	1			14			WINKIEL                    KOD  E118											2013-05-17	
M.Zawór napełniający 1/2 poziom	027836	1470			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	7.17	9.55	11.75		0	1	1			14			WINKIEL                    KOD  E103											2013-05-17	
M.RuraK metalowa chrom syfon umyw 32x500	027835	1469			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	8.56	12.20	15.00		0	1	1			14			WINKIEL              z kołnierzem											2013-05-17	
M.Rura metalowa chrom syfon umyw 32x300	027834	1468			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	6	1	1	6.85	9.76	12.00		0	1	1			14			WINKIEL											2013-05-17	
M.Zawór spłukujący stop B109P	027838	1472			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	5	1	1	17.56	23.41	28.80		0	1	1			14			WINKIEL											2013-05-17	
M.Spłuczka klawisz. przył. boczny	027832	1466			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	31.15	38.94	47.90		0	1	1			14			WINKIEL                  start stop											2013-05-17	
M.Syfon wanna brodzik nadstropowy	027824	1458			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	5	1	1	4.11	5.49	6.75		0	1	1			14			"
WINKIEL                    KOD  A41050"											2013-05-17	
M.Syfon brodzik chrom 52 otwarty odpł.	027831	1465			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	13.57	17.89	22.00		0	1	1			14			"chrom z otwartym odpływem fi52 czyszczony od góry
WINKIEL                    KOD  A409CH50"											2013-05-17	
M.Kołek rozporowy wbijany 6x60 lejek	013602	1487			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	71	1	1	0.05	0.09	0.11		0	1	1			14			KOELNER											2013-05-17	
M.Syfon wanna nadstrop. automat chrom	027830	1464			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	5	1	1	28.55	35.69	43.90		0	1	1			14			"
WINKIEL                    KOD  A305M50"											2013-05-17	
M.Syfon brodzik chrom 90 czyszcz.od góry	027829	1463			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	24.66	30.89	38.00		0	1	1			14			"chrom z odpływem fi90 czyszczony od góry
WINKIEL                    KOD  A407CH50"											2013-05-17	
M.Syfon brodzik chrom 52 czyszcz.od góry	027828	1462			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	5	1	1	13.57	17.89	22.00		0	1	1			14			"chrom z odpływem fi52 czyszczony od góry
WINKIEL                    KOD  A405M50"											2013-05-17	
M.Syfon brodzik spust klik klak  met.	027827	1461			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	41.72	52.03	64.00		0	1	1			14			"korek i spust metalowe                                          (na regale u góry)
WINKIEL                                        (A413M50)"											2013-05-17	
M.Syfon wanna nadstrop. s.i przel. met.	027826	1460			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	13.66	19.51	24.00		0	1	1			14			"sitko i przelew metalowe
WINKIEL                    KOD  A312M50"											2013-05-17	
M.Syfon brodzik s.met.	027825	1459			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	3	1	1	7.75	10.41	12.80		0	1	1			14			"sitko metalowe
WINKIEL                    KOD  A402M50"											2013-05-17	
M.Spłuczka klawisz. przył. boczny  107K	027833	1467			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	33.96	43.09	53.00		0	1	1			14			WINKIEL                  start stop											2013-05-17	
M.Piła tarczowa 250x30/40z  GUIDE	011451	1410			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	39.46	49.59	61.00		0	1	1			14			GUIDE											2013-05-17	
M.CU Rura twarda 15 x 1mm	003370	1418			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	9.5	1	1	10.98	14.63	18.00		0	1	1			14														2013-05-17	
M.BIT   PH1   25mm  KOELNER	013224	1417			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	16	1	1	0.68	1.63	2.00		0	1	1			14			ostre											2013-05-17	
M.BIT   PH2   25mm  IRWIN	006735	1416			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	12	1	1	0.86	1.63	2.00		0	1	1			14			ostre											2013-05-17	
M.BIT   PZ2   25mm  IRWIN	006734	1415			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	10	1	1	0.67	1.63	2.00		0	1	1			14			duży szeroki łebek											2013-05-17	
M.Brzeszczot do pilarek szabl. IRWIN	024494	1414			Towar	2	MARKA SP. Z O.O.	kpl.	Bez SWW	23%	23%	1	1	1	26.42	37.40	46.00		0	1	1			14			"ze stali kobaltowej
DeWALT"											2013-05-17	
M.Brzeszczot do pilarek szabl. DeWALT	005989	1413			Towar	2	MARKA SP. Z O.O.	kpl.	Bez SWW	23%	23%	1	1	1	29.38	42.28	52.00		0	1	1			14			"ze stali kobaltowej
DeWALT"											2013-05-17	
M.Mieszadło do zapraw 100x510  KUBALA	021626	1423			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	11.51	13.41	16.50		0	1	1			14														2013-05-17	
M.Piła tarczowa 184x36Tx30  PROLINE	006609	1411			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	22.15	28.37	34.90		0	1	1			14			PROLINE											2013-05-17	
M.BITKpl 6szt.   25mm  MODECO	015353	1422			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	3.96	5.53	6.80		0	1	1			14			z uchwytem											2013-05-17	
M.Farba chlorokauczuk żółta sygn. 1L	014021	1409			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	24.72	30.89	38.00		0	1	1			14			NOBILES											2013-05-17	
M.Wiertło do metalu 2.8  NWKa	004926	1408			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	0.83	1.22	1.50		0	1	1			14														2013-05-17	
M.Otowrnica 26-63mm hartowane zęby	019501	1407			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	4.31	6.10	7.50		0	1	1			14			PROLINE											2013-05-17	
M.Wiertła do betonu - kpl 5szt.  4-10mm	003380	1406			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	4.77	7.32	9.00		0	1	1			14			EXPERT KOELNER											2013-05-17	
M.Wyrzynarka otworów drewno 72,80,95  32	014658	1405			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	13.25	17.48	21.50		0	1	1			14			MODECO KOELNER											2013-05-17	
M.Obejma ślimakowa  6-90mm PRIMA	005162	1404			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	196	1	1	0.68	1.22	1.50		0	1	1			14			Wszystkie rozmiary											2013-05-17	
M.Sitko metal umywalka	027840	1474			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	5	1	1	1.90	2.93	3.60		0	1	1			14			WINKIEL                    KOD  E108M											2013-05-17	
M.Buty URGENT 212 S1	001827	1412			Towar	2	MARKA SP. Z O.O.	para	Bez SWW	23%	23%	0	1	1	66.74	80.49	99.00		0	1	1			14														2013-05-17	
M.Stelaż bidetu    sucha zabudowa	027789	1430			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	155.59	203.25	250.00		0	1	1			14			WINKIEL											2013-05-17	
M.Odw.Ruszt Perle stal szczotko. 150x150	027805	1439			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	34.25	77.24	95.00		0	1	1			14			WINKIEL											2013-05-17	
M.Odwodnienie punktowe regul. 150x150	027803	1438			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	71.38	160.98	198.00		0	1	1			14			WINKIEL											2013-05-17	
M.Odw.Ruszt Perle stal szczotkowana 600	027802	1437			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	68.13	153.66	189.00		0	1	1			14			WINKIEL											2013-05-17	
M.Odw.Ruszt Conti do wklej. płytek 600	027801	1436			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	105.12	140.16	172.40		0	1	1			14			WINKIEL											2013-05-17	
M.Odwodnienie liniowe wersja ekonom. 600	027800	1435			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	83.28	186.99	230.00		0	1	1			14			WINKIEL											2013-05-17	
M.Stelaż WC   sucha zabudowa	027793	1434			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	171.31	235.77	290.00		0	1	1			14			WINKIEL											2013-05-17	
M.Stelaż - przycisk spłuk. biały	027790	1433			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	18.39	37.40	46.00		0	1	1			14			WINKIEL											2013-05-17	
M.CU Rura twarda 18 x 1mm	003371	1419			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	7	1	1	13.91	17.89	22.00		0	1	1			14														2013-05-17	
M.Stelaż umywalki    sucha zabudowa	027788	1431			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	136.27	186.99	230.00		0	1	1			14			WINKIEL											2013-05-17	
M.CU Rura twarda 22 x 1mm	003372	1420			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	19	1	1	18.68	22.76	28.00		0	1	1			14														2013-05-17	
M.Folia malarska cienka 4x5m	008370	1429			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	1.11	2.03	2.50		0	1	1			14			BLUE DOLPHIN											2013-05-17	
M.Folia malarska gruba 4x5m	005842	1428			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	3	1	1	1.90	3.17	3.90		0	1	1			14			SELENA											2013-05-17	
M.Folia malarska extra-gruba 4x5m	005841	1427			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	2.96	4.39	5.40		0	1	1			14			SELENA											2013-05-17	
M.STRETCH PRAXA czarna   1,5kg	025477	1426			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	10.73	12.60	15.50		0	1	1			14			SELENA											2013-05-17	
M.STRETCH PRAXA    50cm	010066	1425			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	9.79	11.38	14.00		0	1	1			14			SELENA											2013-05-17	
M.BITKońcówka wkrętaka 7szt. MEGA	010283	1424			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	1.65	2.03	2.50		0	1	1			14			z uchwytem											2013-05-17	
M.Półsyfon butelkowy 32 umyw,bidet	027806	1440			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	6	1	1	4.45	5.93	7.30		0	1	1			14			WINKIEL                    KOD  A11232											2013-05-17	
M.Stelaż WC + miska + deska PP   s.z.	027791	1432			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	283.97	390.24	480.00		0	1	1			14			WINKIEL											2013-05-17	
M.Pręt gwintowany  6 x 1000	002468	1522			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	25	1	1	0.70	1.22	1.50		0	1	1			14			KOELNER											2013-05-17	
M.Wkręt do drewna z łbem sześciokątnym	017418	1514			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	15.27	1	1	6.19	8.94	11.00		0	1	1			14			MARCO											2013-05-17	
M.Nakrętka OC złączna M10	008346	1531			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	93	1	1	0.34	0.57	0.70		0	1	1			14			KOELNER											2013-05-17	
M.Nakrętka OC złączna M6	008351	1529			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	100	1	1	0.11	0.20	0.25		0	1	1			14			KOELNER											2013-05-17	
M.Nakrętka OC	021507x	1527			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	18.63	1	1	5.36	7.15	8.80		0	1	1			14														2013-05-17	
M.Wkręt dwugwint 10x200	014998	1526			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	55	1	1	1.24	1.46	1.80		0	1	1			14			KOELNER											2013-05-17	
M.Pręt gwintowany  16 x 1000	002465	1525			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	16	1	1	4.94	6.10	7.50		0	1	1			14			KOELNER											2013-05-17	
M.Gwóźdź budowlany skręcany 4,0x100	010275	1533			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	3.21	1	1	5.65	7.56	9.30		0	1	1			14			KOELNER											2013-05-17	
M.Pręt gwintowany  10 x 1000	002462	1523			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	3	1	1	1.73	2.28	2.80		0	1	1			14			KOELNER											2013-05-17	
M.Nakrętka samokontru. z teflonem	026080	1534			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	2.63	1	1	9.89	13.01	16.00		0	1	1			14			WKRĘT-MET											2013-05-17	
M.Śruba ocynkowana zamkowa	004313	1521			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	16.45	1	1	7.11	10.16	12.50		0	1	1			14			KOELNER											2013-05-17	
M.Koszulka kołka rozporowego 14x70mm	014684	1520			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	34	1	1	0.22	0.33	0.40		0	1	1			14			KOELNER											2013-05-17	
M.Koszulka kołka rozporowego 16x80mm	017457	1519			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	37	1	1	0.40	0.63	0.77		0	1	1			14			KOELNER											2013-05-17	
M.Koszulka kołek uniwersalny 10x50	018273	1518			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	0.20	0.29	0.36		0	1	1			14			MARCO											2013-05-17	
M.Śruba ocynkowana M10	002345	1517			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	11.28	1	1	5.73	9.35	11.50		0	1	1			14			KOELNER											2013-05-17	
M.Śruba ocynkowana M8	002393	1516			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	11.85	1	1	6.80	9.72	11.95		0	1	1			14			KOELNER											2013-05-17	
M.Śruba ocynkowana M6	002380	1515			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	11.83	1	1	6.36	9.35	11.50		0	1	1			14			KOELNER											2013-05-17	
M.Pręt gwintowany  12 x 1000	002463	1524			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	9	1	1	2.48	3.25	4.00		0	1	1			14			KOELNER											2013-05-17	
M.Gwóźdź papowy oc  3,0x25	005442	1542			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	2	1	1	5.22	7.32	9.00		0	1	1			14			KOELNER											2013-05-17	
M.Sitko metal zlew wanna brodzik	027841	1475			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	2.11	3.25	4.00		0	1	1			14			WINKIEL                    KOD  E107M											2013-05-17	
M.Kotwa rozprężna KT 16x150mm M12	016259	1485			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	10	1	1	1.86	2.60	3.20		0	1	1			14			"
KOELNER"											2013-05-17	
E.Uchwyt do kabla 12mm		1548			Towar	2	MARKA SP. Z O.O.	opak	Bez SWW	23%	23%	1	1	1	5.70	6.10	7.50		0	1	1			14														2013-05-17	
E.Uchwyt do kabla 3x2,5		1547			Towar	2	MARKA SP. Z O.O.	opak	Bez SWW	23%	23%	1	1	1	5.91	6.50	8.00		0	1	1			14														2013-05-17	
E.Wyłącznik ciśnieniowy 2	LCA2	1546			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	93.66	98.37	121.00		0	1	1			14														2013-05-17	
E.Puszka hermetycznaP1 bez zacisków	D012-017	1545			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	2.05	2.60	3.20		0	1	1			14														2013-05-17	
M.Nakrętka OC złączna M12	008347	1532			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	52	1	1	0.56	0.98	1.20		0	1	1			14			KOELNER											2013-05-17	
M.Gwóźdź papowy oc  3,0x30	005443	1543			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	1.62	1	1	5.23	7.32	9.00		0	1	1			14			KOELNER											2013-05-17	
M.Wkręt hartowany do drewna (mosiężny)	004318	1528			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	35.44	1	1	12.90	18.29	22.50		0	1	1			14			KOELNER											2013-05-17	
M.Gwóźdź papowy oc  2,5x25	017486	1541			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	2	1	1	5.70	7.32	9.00		0	1	1			14			KOELNER											2013-05-17	
M.Podkładka OC sprężynowa	009164	1540			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	6.95	1	1	9.05	13.01	16.00		0	1	1			14			KOELNER											2013-05-17	
M.Podkładka OC poszerzona	009177x	1539			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	2.49	1	1	8.97	12.20	15.00		0	1	1			14			KOELNER											2013-05-17	
M.Podkładka OC	009192x	1538			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	10.37	1	1	6.47	9.76	12.00		0	1	1			14			KOELNER											2013-05-17	
M.Nakrętka OC motylkowa M6	008339	1537			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	89	1	1	0.09	0.16	0.20		0	1	1			14			KOELNER											2013-05-17	
M.Nakrętka OC motylkowa M8	008340	1536			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	94	1	1	0.14	0.24	0.30		0	1	1			14			KOELNER											2013-05-17	
M.Śruba ocynkowana M16	002366	1535			Towar	2	MARKA SP. Z O.O.	kg	Bez SWW	23%	23%	9.9	1	1	4.23	8.13	10.00		0	1	1			14			KOELNER											2013-05-17	
M.Kotwa rozprężna 10x50mm M8	014251	1544			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	10	1	1	0.54	0.98	1.20		0	1	1			14			"do średnich i dużych obciążeń
KOELNER"											2013-05-17	
M.Kotwa rozprężna 12x60mm M10	014259	1483			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	4	1	1	0.82	1.22	1.50		0	1	1			14			"do średnich i dużych obciążeń
KOELNER"											2013-05-17	
M.Wkręt fosfat do metalu   3,5x35	013984	1494	5931		Towar	2	MARKA SP. Z O.O.	opak	Bez SWW	23%	23%	2	1	1	15.86	21.95	27.00		0	1	1			14			"KOELNER

1,670kg"											2013-05-17	
M.Wkręt fosfat do metalu   3,5x25	013984	1493			Towar	2	MARKA SP. Z O.O.	opak	Bez SWW	23%	23%	3	1	1	4.98	17.07	21.00		0	1	1			14			"KOELNER

1,250kg"											2013-05-17	
M.Kołek rozporowy wbijany 8x100 lejek	013630	1492			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	50	1	1	0.15	0.20	0.25		0	1	1			14			KOELNER											2013-05-17	
M.Kołek rozporowy wbijany 8x60 lejek	013624	1491			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	0.10	0.15	0.18		0	1	1			14			KOELNER											2013-05-17	
M.Kołek rozporowy wbijany 8x45 lejek	015374	1490			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	100	1	1	0.08	0.13	0.16		0	1	1			14			KOELNER											2013-05-17	
M.Kołek rozporowy L8/80  KNAUF	007571	1489			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	25	1	1	0.13	0.20	0.25		0	1	1			14			KNAUF											2013-05-17	
M.Kołek rozporowy wbijany 6x80 lejek	013604	1488			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	99	1	1	0.07	0.11	0.14		0	1	1			14			KOELNER											2013-05-17	
M.Wkręt fosfat do metalu   3,5x45	010176	1495			Towar	2	MARKA SP. Z O.O.	opak	Bez SWW	23%	23%	2	1	1	10.78	17.07	21.00		0	1	1			14			"KOELNER

1,060kg"											2013-05-17	
M.Kotwa rozprężna 12x100mm M10	014261	1484			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	10	1	1	1.19	1.63	2.00		0	1	1			14			"do średnich i dużych obciążeń
KOELNER"											2013-05-17	
M.Kotwa rozprężna 8x85mm M6	014247	1480			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	11	1	1	0.58	0.81	1.00		0	1	1			14			"do średnich i dużych obciążeń
KOELNER"											2013-05-17	
M.Kotwa rozprężna 10x100mm M8	014256	1482			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	11	1	1	0.87	1.26	1.55		0	1	1			14			"do średnich i dużych obciążeń
KOELNER"											2013-05-17	
M.Kotwa rozprężna 10x80mm M8	014254	1481			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	9	1	1	0.75	1.10	1.35		0	1	1			14			"do średnich i dużych obciążeń
KOELNER"											2013-05-17	
